codi_conc_tco;codi_oper_ope;codi_cicl_cic;desc_conc_tco;desc_cort_tco;tipo_conc_tco;tipo_calc_tco;secu_calc_tco;flag_asoc_tco;flag_recu_tco;rnta_qnta_tco;cts_cts_tco;codi_conc_onc;codi_enti_ent;cnta_debe_tco;cnta_habe_tco;clas_conc_tco;flag_pago_tco;codi_cova_tco;codi_rtps_tco;tipo_conc_pla;codi_conc_pla;desc_conc_pla;codi_plame
1029;;G;OTROS CONCEOTOS 29;OTROS CONCEOTOS 29;1;1;1;0;0;2;0;0;;;;1;1;;1029;1;;;1029
1030;;G;OTROS CONCEOTOS 30;OTROS CONCEOTOS 30;1;1;1;0;0;2;0;0;;;;1;1;;1030;1;;;1030
2001;;G;REMUNERACIÓN;REMUNERACIÓN;1;1;1;0;0;2;0;0;;;;1;1;;2001;1;;;2001
2002;;G;SALARIO OBREROS;SALARIO OBREROS;1;1;1;0;0;2;0;0;;;;1;1;;2002;1;;;2002
2003;;G;BONIFICACIÓN PERSONAL - QUINQUENIO;BONIFICACIÓN PERSONAL - Q;1;1;1;0;0;2;0;0;;;;1;1;;2003;1;;;2003
2004;;G;BONIFICACIÓN FAMILIAR;BONIFICACIÓN FAMILIAR;1;1;1;0;0;2;0;0;;;;1;1;;2004;1;;;2004
2005;;G;BONIFICACIÓN DIFERENCIAL;BONIFICACIÓN DIFERENCIAL;1;1;1;0;0;2;0;0;;;;1;1;;2005;1;;;2005
2006;;G;AGUINALDOS;AGUINALDOS;1;1;1;0;0;2;0;0;;;;1;1;;2006;1;;;2006
2007;;G;REMUNERACIÓN VACACIONAL;REMUNERACIÓN VACACIONAL;1;1;1;0;0;2;0;0;;;;1;1;;2007;1;;;2007
2008;;G;ASIGNACIÓN POR AÑOS DE SERVICIOS;ASIGNACIÓN POR AÑOS DE SE;1;1;1;0;0;2;0;0;;;;1;1;;2008;1;;;2008
2009;;G;BONIFICACIÓN POR ESCOLARIDAD;BONIFICACIÓN POR ESCOLARI;1;1;1;0;0;2;0;0;;;;1;1;;2009;1;;;2009
2010;;G;COMPENSACIÓN POR TIEMPO DE SERVICIOS;COMPENSACIÓN POR TIEMPO D;1;1;1;0;0;2;0;0;;;;1;1;;2010;1;;;2010
2011;;G;ALIMENTACIÓN - CAFAE (3);ALIMENTACIÓN - CAFAE (3);1;1;1;0;0;2;0;0;;;;1;1;;2011;1;;;2011
2012;;G;MOVILIDAD - CAFAE (3);MOVILIDAD - CAFAE (3);1;1;1;0;0;2;0;0;;;;1;1;;2012;1;;;2012
2013;;G;RACIONAMIENTO - CAFAE;RACIONAMIENTO - CAFAE;1;1;1;0;0;2;0;0;;;;1;1;;2013;1;;;2013
2014;;G;INCENTIVOS LABORALES - CAFAE (3);INCENTIVOS LABORALES - CA;1;1;1;0;0;2;0;0;;;;1;1;;2014;1;;;2014
2015;;G;BONO JURISDICCIONAL/ BONO FISCAL;BONO JURISDICCIONAL/ BONO;1;1;1;0;0;2;0;0;;;;1;1;;2015;1;;;2015
2016;;G;GASTOS OPERATIVOS DE MAGISTRADOS Y FISCALES;GASTOS OPERATIVOS DE MAGI;1;1;1;0;0;2;0;0;;;;1;1;;2016;1;;;2016
2017;;G;ASIGNACIÓN POR SERVICIO EXTERIOR;ASIGNACIÓN POR SERVICIO E;1;1;1;0;0;2;0;0;;;;1;1;;2017;1;;;2017
2018;;G;BONIFICACIÓN CONSULAR;BONIFICACIÓN CONSULAR;1;1;1;0;0;2;0;0;;;;1;1;;2018;1;;;2018
2019;;G;ASIGNACIÓN ESPECIAL PARA DOCENTES UNIVERSITARIOS;ASIGNACIÓN ESPECIAL PARA ;1;1;1;0;0;2;0;0;;;;1;1;;2019;1;;;2019
2020;;G;HOMOLOGACIÓN  DE DOCENTES UNIVERSITARIOS;HOMOLOGACIÓN  DE DOCENTES;1;1;1;0;0;2;0;0;;;;1;1;;2020;1;;;2020
2021;;G;ASIGNACIÓN ESPECIAL POR LABOR PEDAGOGICA EFECTIVA;ASIGNACIÓN ESPECIAL POR L;1;1;1;0;0;2;0;0;;;;1;1;;2021;1;;;2021
2022;;G;ASIGNACIÓN EXTRAORDINARIA POR TRABAJO ASISTENCIAL;ASIGNACIÓN EXTRAORDINARIA;1;1;1;0;0;2;0;0;;;;1;1;;2022;1;;;2022
2023;;G;SERVICIOS EXTRAORDINARIOS PNP;SERVICIOS EXTRAORDINARIOS;1;1;1;0;0;2;0;0;;;;1;1;;2023;1;;;2023
2024;;G;ASIGNACIONES FFAA Y PNP;ASIGNACIONES FFAA Y PNP;1;1;1;0;0;2;0;0;;;;1;1;;2024;1;;;2024
2025;;G;COMBUSTIBLE FFAA Y PNP;COMBUSTIBLE FFAA Y PNP;1;1;1;0;0;2;0;0;;;;1;1;;2025;1;;;2025
2026;;G;OTROS INGRESOS REMUNERATIVOS PERSONAL ADMINISTRATIVO;OTROS INGRESOS REMUNERATI;1;1;1;0;0;2;0;0;;;;1;1;;2026;1;;;2026
2027;;G;OTROS INGRESOS NO REMUNERATIVOS PERSONAL ADMINISTRATIVO;OTROS INGRESOS NO REMUNER;1;1;1;0;0;2;0;0;;;;1;1;;2027;1;;;2027
2028;;G;OTROS INGRESOS REMUNERATIVOS MAGISTRADOS;OTROS INGRESOS REMUNERATI;1;1;1;0;0;2;0;0;;;;1;1;;2028;1;;;2028
2029;;G;OTROS INGRESOS NO REMUNERATIVOS MAGISTRADOS;OTROS INGRESOS NO REMUNER;1;1;1;0;0;2;0;0;;;;1;1;;2029;1;;;2029
2030;;G;OTROS INGRESOS REMUNERATIVOS DOCENTES UNIVERSITARIOS;OTROS INGRESOS REMUNERATI;1;1;1;0;0;2;0;0;;;;1;1;;2030;1;;;2030
2031;;G;OTROS INGRESOS NO REMUNERATIVOS DOCENTES UNIVERSITARIOS;OTROS INGRESOS NO REMUNER;1;1;1;0;0;2;0;0;;;;1;1;;2031;1;;;2031
2032;;G;OTROS INGRESOS REMUNERATIVOS PROFESORADO;OTROS INGRESOS REMUNERATI;1;1;1;0;0;2;0;0;;;;1;1;;2032;1;;;2032
2033;;G;OTROS INGRESOS NO REMUNERATIVOS PROFESORADO;OTROS INGRESOS NO REMUNER;1;1;1;0;0;2;0;0;;;;1;1;;2033;1;;;2033
2034;;G;OTROS INGRESOS REMUNERATIVOS PROFESIONALES DE LA SALUD;OTROS INGRESOS REMUNERATI;1;1;1;0;0;2;0;0;;;;1;1;;2034;1;;;2034
2035;;G;OTROS INGRESOS NO REMUNERATIVOS PROFESIONALES DE LA SALUD;OTROS INGRESOS NO REMUNER;1;1;1;0;0;2;0;0;;;;1;1;;2035;1;;;2035
2036;;G;OTROS INGRESOS REMUNERATIVOS FFAA Y PNP;OTROS INGRESOS REMUNERATI;1;1;1;0;0;2;0;0;;;;1;1;;2036;1;;;2036
2037;;G;OTROS INGRESOS NO REMUNERATIVOS FFAA Y PNP;OTROS INGRESOS NO REMUNER;1;1;1;0;0;2;0;0;;;;1;1;;2037;1;;;2037
2038;;G;ASIGNACIÓN ESPECIAL - D.U. 126-2001;ASIGNACIÓN ESPECIAL - D.U;1;1;1;0;0;2;0;0;;;;1;1;;2038;1;;;2038
2039;;G;INGRESOS D.LEG. 1057 - CAS;INGRESOS D.LEG. 1057 - CA;1;1;1;0;0;2;0;0;;;;1;1;;2039;1;;;2039
2040;;G;REMUNERACIÓN POR DÍAS CON RELACIÓN LABORAL EN EL PERIODO  DE UN CAS;REMUNERACIÓN POR DÍAS CON;1;1;1;0;0;2;0;0;;;;1;1;;2040;1;;;2040
2041;;G;AGUINALDOS DE JULIO Y DICIEMBRE  LEY 29351;AGUINALDOS DE JULIO Y DIC;1;1;1;0;0;2;0;0;;;;1;1;;2041;1;;;2041
2042;;G;BONIFICACIÓN ESPECIAL A SERV PUB - DU 037-94;BONIFICACIÓN ESPECIAL A S;1;1;1;0;0;2;0;0;;;;1;1;;2042;1;;;2042
2043;;G;REMUNERACIÓN VACACIONAL – D.LEG. 1057 - CAS;REMUNERACIÓN VACACIONAL –;1;1;1;0;0;2;0;0;;;;1;1;;2043;1;;;2043
2044;;G;AGUINALDOS JULIO Y DICIEMBRE–D.L.1057-CAS;AGUINALDOS JULIO Y DICIEM;1;1;1;0;0;2;0;0;;;;1;1;;2044;1;;;2044
2045;;G;LICENCIA CON GOCE DE HABER–D.LEG. 1057–CAS;LICENCIA CON GOCE DE HABE;1;1;1;0;0;2;0;0;;;;1;1;;2045;1;;;2045
2046;;G;Valorización principal - Ley 30057;Valorización principal - ;1;1;1;0;0;2;0;0;;;;1;1;;2046;1;;;2046
2047;;G;Valorización ajustada - Ley 30057;Valorización ajustada - L;1;1;1;0;0;2;0;0;;;;1;1;;2047;1;;;2047
2048;;G;Valorización priorizada - Ley 30057;Valorización priorizada -;1;1;1;0;0;2;0;0;;;;1;1;;2048;1;;;2048
2049;;G;Entrega económica por vacaciones - Ley 30057;Entrega económica por vac;1;1;1;0;0;2;0;0;;;;1;1;;2049;1;;;2049
2050;;G;Entrega económica por vacaciones truncas - Ley 30057;Entrega económica por vac;1;1;1;0;0;2;0;0;;;;1;1;;2050;1;;;2050
2051;;G;Aguinaldos por fiestas patrias y navidad - Ley 30057;Aguinaldos por fiestas pa;1;1;1;0;0;2;0;0;;;;1;1;;2051;1;;;2051
2052;;G;Aguinaldos truncos por fiestas patrias y navidad - Ley 30057;Aguinaldos truncos por fi;1;1;1;0;0;2;0;0;;;;1;1;;2052;1;;;2052
2053;;G;Aguinaldos proporcionales por fiestas patrias y navidad - Ley 30057;Aguinaldos proporcionales;1;1;1;0;0;2;0;0;;;;1;1;;2053;1;;;2053
2054;;G;Indemnización por destitución nula o injustificada - Ley 30057;Indemnización por destitu;1;1;1;0;0;2;0;0;;;;1;1;;2054;1;;;2054
2055;;G;Remuneración íntegra mensual - Ley 29944;Remuneración íntegra mens;1;1;1;0;0;2;0;0;;;;1;1;;2055;1;;;2055
2056;;G;Asignación por Director de Unidad de Gestión Educativa Local - Ley 29944;Asignación por Director d;1;1;1;0;0;2;0;0;;;;1;1;;2056;1;;;2056
2057;;G;Asignación por Director de Gestión Pedagógica - Ley 29944;Asignación por Director d;1;1;1;0;0;2;0;0;;;;1;1;;2057;1;;;2057
2058;;G;Asignación por Especialista en Educación - Ley 29944;Asignación por Especialis;1;1;1;0;0;2;0;0;;;;1;1;;2058;1;;;2058
2059;;G;Asignación por Especialista en innovación e investigación- Ley 29944;Asignación por Especialis;1;1;1;0;0;2;0;0;;;;1;1;;2059;1;;;2059
2060;;G;Asignación por Director de institución educativa - Ley 29944;Asignación por Director d;1;1;1;0;0;2;0;0;;;;1;1;;2060;1;;;2060
2061;;G;Asignación por Subdirector de institución educativa - Ley 29944;Asignación por Subdirecto;1;1;1;0;0;2;0;0;;;;1;1;;2061;1;;;2061
2062;;G;Asignación por cargos jerárquicos de institución educativa- Ley 29944;Asignación por cargos jer;1;1;1;0;0;2;0;0;;;;1;1;;2062;1;;;2062
2063;;G;Asignación por servicio en institución unidocente  multigrado o bilingüe - Ley 29944;Asignación por servicio e;1;1;1;0;0;2;0;0;;;;1;1;;2063;1;;;2063
2064;;G;Asignación por trabajo en ámbito rural o de frontera - Ley 29944;Asignación por trabajo en;1;1;1;0;0;2;0;0;;;;1;1;;2064;1;;;2064
2065;;G;Asignación por asesoría, formación, capacitación, y/o acompañamiento - Ley 29944;Asignación por asesoría;1;1;1;0;0;2;0;0;;;;1;1;;2063;1;;;2065
2066;;G;Asignación por tiempo de servicios - Ley 29944;Asignación por tiempo de ;1;1;1;0;0;2;0;0;;;;1;1;;2066;1;;;2066
2067;;G;Asignación especial a profesores del VRAEM - Ley 29944;Asignación especial a pro;1;1;1;0;0;2;0;0;;;;1;1;;2067;1;;;2067
2068;;G;Incentivo por excelencia profesional y desempeño destacado - Ley 29944;Incentivo por excelencia ;1;1;1;0;0;2;0;0;;;;1;1;;2068;1;;;2068
2069;;G;Incentivo por estudios de postgrado - Ley 29944;Incentivo por estudios de;1;1;1;0;0;2;0;0;;;;1;1;;2069;1;;;2069
2070;;G;Asignación diferenciada por maestría y doctorado - Ley 29944;Asignación diferenciada p;1;1;1;0;0;2;0;0;;;;1;1;;2070;1;;;2070
2071;;G;Subsidio por luto y sepelio - Ley 29944;Subsidio por luto y sepel;1;1;1;0;0;2;0;0;;;;1;1;;2071;1;;;2071
2072;;G;Compensación extraordinaria transitoria – Ley 29944;Compensación extraordinar;1;1;1;0;0;2;0;0;;;;1;1;;2072;1;;;2072
2073;;G;DIFERENCIAL SUBSIDIO PAGAGO POR LA ENTIDAD PÚBLICA - D.LEG. 1057-CAS;DIFERENCIAL SUBSIDIO PAGA;1;1;1;0;0;2;0;0;;;;1;1;;2073;1;;;2073
2074;;G;VALORIZACIÓN PRINCIPAL - DEC.LEGISL 1153;VALORIZACIÓN PRINCIPAL - ;1;1;1;0;0;2;0;0;;;;1;1;;2074;1;;;2074
2075;;G;BONIF POR PUESTO DE RESPONS JEFAT DE DPTO O SERVICIO -DL 1153;BONIF POR PUESTO DE RESPO;1;1;1;0;0;2;0;0;;;;1;1;;2075;1;;;2075
2076;;G;BONIF POR PUESTO DE RESPONS JEFAT EN ESTABLEC DE SALUD I3, I4, MICRORREDES O REDES -DL 1153;BONIF POR PUESTO DE RESPO;1;1;1;0;0;2;0;0;;;;1;1;;2076;1;;;2076
2077;;G;BONIF POR PUESTO ESPEC O DE DEDIC EXCLUS EN SERV DE SALUD PÚBLICA - DL 1153;BONIF POR PUESTO ESPEC O ;1;1;1;0;0;2;0;0;;;;1;1;;2077;1;;;2077
2078;;G;BONIF POR PUESTO ESPECIFICO - DL 1153;BONIF POR PUESTO ESPECIFI;1;1;1;0;0;2;0;0;;;;1;1;;2078;1;;;2078
2079;;G;BONIF POR PUESTO EN SERV DE SALUD PUBLICA-DL 1153;BONIF POR PUESTO EN SERV ;1;1;1;0;0;2;0;0;;;;1;1;;2079;1;;;2079
2080;;G;DESCANSO VACACIONAL -- DL 1153;DESCANSO VACACIONAL -- DL;1;1;1;0;0;2;0;0;;;;1;1;;2080;1;;;2080
2081;;G;DESCANSO VACACIONAL PROPORC -- DL 1153;DESCANSO VACACIONAL PROPO;1;1;1;0;0;2;0;0;;;;1;1;;2081;1;;;2081
2082;;G;VAL PRIORIZ ZONA ALEJADA DE FRONTERA - DL 1153;VAL PRIORIZ ZONA ALEJADA ;1;1;1;0;0;2;0;0;;;;1;1;;2082;1;;;2082
2083;;G;VAL PRIORIZ ZONA DE EMERGENCIA  - DL 1153;VAL PRIORIZ ZONA DE EMERG;1;1;1;0;0;2;0;0;;;;1;1;;2083;1;;;2083
2084;;G;VAL PRIORIZ ATENCIÓN PRIMARIA DE SALUD  - DL 1153;VAL PRIORIZ ATENCIÓN PRIM;1;1;1;0;0;2;0;0;;;;1;1;;2084;1;;;2084
2085;;G;VAL PRIORIZ ATENCIÓN ESPECIALIZADA  - DL 1153;VAL PRIORIZ ATENCIÓN ESPE;1;1;1;0;0;2;0;0;;;;1;1;;2085;1;;;2085
2086;;G;VAL PRIORIZ ATENCIÓN EN SERV CRÍTICOS  - DL 1153;VAL PRIORIZ ATENCIÓN EN S;1;1;1;0;0;2;0;0;;;;1;1;;2086;1;;;2086
2087;;G;VAL PRIORIZ ATENCIÓN ESPEC DE SOPORTE  - DL 1153;VAL PRIORIZ ATENCIÓN ESPE;1;1;1;0;0;2;0;0;;;;1;1;;2087;1;;;2087
2088;;G;SERVICIOS DE GUARDIA;SERVICIOS DE GUARDIA;1;1;1;0;0;2;0;0;;;;1;1;;2088;1;;;2088
2089;;G;SERV COMPLEMENTARIO EN SALUD - DL 1153;SERV COMPLEMENTARIO EN SA;1;1;1;0;0;2;0;0;;;;1;1;;2089;1;;;2089
2090;;G;ENTREGA ECON POR 25 AÑOS DE SERVICIO - DL 1153;ENTREGA ECON POR 25 AÑOS ;1;1;1;0;0;2;0;0;;;;1;1;;2090;1;;;2090
2091;;G;ENTREGA ECON POR 30 AÑOS DE SERVICIO - DL 1153;ENTREGA ECON POR 30 AÑOS ;1;1;1;0;0;2;0;0;;;;1;1;;2091;1;;;2091
2092;;G;ENTREGA ECON POR LUTO Y SEPELIO - DL 1153;ENTREGA ECON POR LUTO Y S;1;1;1;0;0;2;0;0;;;;1;1;;2092;1;;;2092
2093;;G;ASIGN POR CUMPLIM DE METAS INST  INDIC DESEMP - DL 1153;ASIGN POR CUMPLIM DE META;1;1;1;0;0;2;0;0;;;;1;1;;2093;1;;;2093
2094;;G;GASTOS OPERAT. MAGISTR. Y FISC. NO CONSTITUYE CONDIC. DE TRABAJO;GASTOS OPERAT. MAGISTR. Y;1;1;1;0;0;2;0;0;;;;1;1;;2094;1;;;2094
0804;;G;ESSALUD(REGULAR CBSSP AGRAR/AC)TRAB;ESSALUD(REGULAR CBSSP AGR;4;1;1;0;0;2;0;0;;;;1;1;;2095;1;;;2095
